Species,Set.ID,Set.Name,Set.Tag,Source.Database,Version.information,Set.Size,Set.Composition,Description,X,X.1
Homo sapiens,COA-PWY-1,Coenzyme A biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,13,"HMDB0059597, HMDB0001341, HMDB0001373, HMDB0001016, HMDB0001117, HMDB0000574, HMDB0000210, HMDB0001967, HMDB0001423, HMDB0000538, HMDB0000250, HMDB0001416, HMDB0000045","General Background:
Coenzyme A is a crucial cofactor in all living organisms. It functions as an acyl carrier and carbonyl-activating group in numerous central biochemical transformations, including the TCA cycle and fatty acid metabolism [Rubio06]. It is estimated that about 4% of all known enzymes require CoA as an obligate cofactor [Begley01].

While many organisms are capable of de novo CoA biosynthesis from 3-methyl-2-oxobutanoate and L-aspartate via (R)-pantothenate (vitamin B5), animals and some pathogenic microbes require exogenous (R)-pantothenate for CoA synthesis. In mammals, a deficiency of vitamin B5 can cause many systemic consequences such as impaired motor response, depressed heme synthesis and altered growth. Levels of CoA can also be affected by metabolic stress such as starvation, alcoholism, diabetes and some cancers [Tahiliani91].

About This Pathway:
The biosynthesis of coenzyme A from (R)-pantothenate is an essential universal pathway in prokaryotes and eukaryotes. Despite significant variations in the sequence of individual enzymatic components, the overall topology of CoA biosynthetic appears to be preserved in all taxons. In mammals, it consists of five enzymatic steps. In the first step, the pantothenate kinases phosphorylate pantothenate to (R)-4'-phosphopantothenate, and are feedback inhibited by CoA itself, accounting for the primary regulatory mechanism of CoA biosynthesis.

The addition of L-cysteine results in the formation of (R)-4'-phosphopantothenoyl-L-cysteine in an ATP dependent reaction catalyzed by phosphopantothenate--cysteine ligase [Daugherty02]. This is in contrast to the E. coli ortholog which utilizes CTP for the reaction [Strauss01].

Next, phosphopantothenoylcysteine decarboxylase mediates the decarboxylation of (R)-4'-phosphopantothenoyl-L-cysteine to 4'-phosphopantetheine [Strauss04]. In the last two steps of the pathway, bifunctional coenzyme A synthase converts 4'-phosphopantetheine to CoA [Aghajanian02].

The first two enzymes of the pathway are present in all eukaryotes but are consistently fused in many bacteria and archaea. In contrast, a fusion event for the last two enzymes in the pathway occurred in mammals and flies, but not in plants, fungi or prokaryotes.

The conservation of this pathway in biological systems, allowed the efficient use of comparative genome analysis to visualize the mosaic of conserved genes and reveal previously uncharacterized genes in the human CoA biosynthetic pathway [Genschel04].",NA,
Homo sapiens,CYSTEINE-DEG-PWY,L-cysteine degradation I,Metabolism,HumanCyc,Version 21.5 realased in 2017,10,"HMDB0000243, HMDB0059597, HMDB0000574, HMDB0001377, HMDB0000148, HMDB0000240, HMDB0000208, HMDB0002332, HMDB0002111, HMDB0060179","General Background:
Mammalian metabolism of ingested L-cysteine occurs primarily within the liver. The liver stringently regulates its intracellular cysteine pool within a narrow range to maintain the cysteine catabolic and anabolic pathways and prevent cysteine toxicity [Dominy06]. There are at least two degradation pathways for cysteine in mammals, this pathway and L-cysteine degradation III.

About this Pathway:
This pathway probably describes the major route of cysteine degradation which starts by the oxidation of cysteine to 3-sulfino-L-alanine catalyzed by cysteine dioxygenase [Yamaguchi87]. The conversion of L-cysteine to 3-sulfino-L-alanine forms a branch point.

In the continuation of this pathway, 3-sulfino-L-alanine is transaminated by aspartate aminotransferase 1 to 3-sulfinopyruvate, which spontaneously degrades to pyruvate and sulfite [Weinstein88][Singer56]. The sulfite is oxidized by sulfite oxidase to sulfate and excreted in the urine [Bella95]

A second route involves the decarboxylation of 3-sulfino-L-alanine to form hypotaurine by in taurine biosynthesis I. The relative use of these two pathways shows tissue specificity [Griffith87].",NA,
Homo sapiens,DETOX1-PWY,Superoxide radicals degradation,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0003337, HMDB0059597, HMDB0001377, HMDB0000125, HMDB0002168, HMDB0000692, HMDB0003125, HMDB0002111, HMDB0001039","General Background:
All organisms living in an aerobic environment are exposed to reactive oxygen species (ROS) that are formed through metabolic processes and various environmental stresses such as drought, air pollutants, UV light and high light intensities, chilling temperatures and external chemicals [Van99a, Alscher02]. For example, active oxygen species are produced during the ¦Â-oxidation of fatty acids or as a result of photorespiration in photosynthetic organisms [Frugoli96]. ROS such as superoxide and hydroxyl radicals as well as hydrogen peroxide can cause significant damage to proteins, nucleic acids and cell organelles.

Most of the aerobic organisms have developed defense systems to face oxidative stress and to scavenge oxidative radicals in the form of enzymes that can detoxify ROS, such as superoxide dismutase (SOD) and hydroperoxidase (CAT) [Beyer87]. For example, Arabidopsis thaliana, a member of the mustard family (oilseed plants), stores energy reserves preliminary as lipids that undergo ¦Â-oxidation during germination. The hydrogen peroxide that is produced during this metabolic process is detoxified by catalase. Another form of ROS, superoxide radicals, are by-products of aerobic electron transfer chains, and are disposed of by the action of superoxide dismutase. Since ROS can be found in any compartment of the eukaryotic cell, organisms have developed small gene families encoding for several SOD and CAT enzymes that operate in the various cell compartments [Kliebenstein98, McClung97].

About This Pathway:
SODs represent the first line of defense against ROS, converting superoxide radicals to hydrogen peroxide and water. SODs are differentiated with regard to their metal cofactor. There are iron-dependent, manganese-dependent and copper/zinc-dependent SODs, which differ not only in their metal cofactor but also in their subcellular location. In plants, FeSODs are located in chloroplasts and are regarded the most ancient SOD group. MnSODs are found in the mitochondrion and the peroxisome and are structurally very similar to FeSODs. The last group, the Cu-ZnSODs operates in chloroplasts, the cytosol and even the extracellular space. They are structurally very different from the other two SOD groups because of the different electrical properties of copper in comparison to iron or manganese, which resulted in a major structural change in the protein [Alscher02].

To date seven SODs have been identified in Arabidopsis thaliana, three of them iron-dependent, three having copper as metal cofactor and one manganese-dependent SOD [Hindges92, Van90, Kliebenstein98]. It has been demonstrated that a copper-chaperone (AtCCS, At1g12520) is crucial for the activation of all three Cu/Zn-dependent SODs in this organism. The SOD holoenzyme usually constitutes either a homodimer or a homotetramer. However, the exact composition of the SODs in Arabidopsis is currently not known and remains to be verified (here displayed as polypeptides).

Catalase is second in the defense line against active oxygen, converting hydrogen peroxide into water and oxygen. Three genes encoding subunits of catalase and at least 6 catalase isoenzymes have been identified in Arabidopsis so far [Zhong94, McClung97, Frugoli96, Zhong96]. Besides their implication in detoxifying ROS, catalases are thought to play a role in the signal transduction pathway in plants leading to the development of SAR (systemic aquired resistance) [Jones94]. The functional protein of catalase is a tetramer but the question whether it exists as homo- or heterotetramer of different subunits remains to be investigated.",NA,
Homo sapiens,FAO-PWY,Fatty acid beta-oxidation,Metabolism,HumanCyc,Version 21.5 realased in 2017,84,"HMDB0060181, HMDB0003935, HMDB0001275, HMDB0001521, HMDB0059597, HMDB0002009, HMDB0004257, HMDB0000511, HMDB0062633, HMDB0002212, HMDB0002111, HMDB0006402, HMDB0003940, HMDB0062231, HMDB0000827, HMDB0000482, HMDB0001088, HMDB0002003, HMDB0000847, HMDB0001487, HMDB0002845, HMDB0012715, HMDB0006404, HMDB0001338, HMDB0001359, HMDB0003945, HMDB0000039, HMDB0004258, HMDB0003944, HMDB0003941, HMDB0062518, HMDB0003949, HMDB0000806, HMDB0000944, HMDB0062259, HMDB0003937, HMDB0006498, HMDB0003942, HMDB0001206, HMDB0001070, HMDB0000250, HMDB0000902, HMDB0000801, HMDB0003932, HMDB0003938, HMDB0000045, HMDB0003948, HMDB0003571, HMDB0003934, HMDB0000638, HMDB0000220, HMDB0003712, HMDB0001484, HMDB0001166, HMDB0001423, HMDB0000538, HMDB0001295, HMDB0003936, HMDB0003939, HMDB0000535, HMDB0001114, HMDB0003943","Although enzymes of the pathway handle both short and long chain fatty acids, it is the long chain compounds that induce the enzymes of the pathway. Each turn of the cycle removes two carbon atoms until only two or three remain. When even-numbered fatty acids are broken down, a two-carbon compound remains, acetylCoA. When odd number fatty acids are broken down, a three-carbon residue results, propionylCoA. This is further catabolized by the reactions of proprionate catabolism. Unsaturated fatty acids, with cis double bonds located at odd-numbered carbon atoms, enter the main pathway of saturated fatty acid degradation by converting related metabolites of cis configuration and D stereoisomers, derived from breakdown of unsaturated fatty acids, to the trans- or L isomers of saturated fatty acid breakdown by an isomerase and an epimerase, respectively. When cis double bonds are located at even-numbered carbon atoms, such as linoleic acid (cis,cis(9,12)-octadecadienoic acid), after the fatty acid is degraded to the ten carbon stage an extra step is required to deal with the resulting compound, trans,¦Ä(2)-cis,¦Ä(4)decadienoyl-CoA. The enzyme 2,4-dienoyl-CoA reductase, E.C. 1.3.1.34, converts this to trans,¦Ä(2)decenoyl-CoA which enters the normal cycle at the point of the isomerase.",NA,
Homo sapiens,GLUAMCAT-PWY,N-acetylglucosamine degradation I,Metabolism,HumanCyc,Version 21.5 realased in 2017,5,"HMDB0041827, HMDB0002111, HMDB0000042","N-acetylglucosamine, which is relatively abundant in nature, being a constituent of chitosan, chitin, the cell walls of fungi as well as the cell walls, capsular polysaccharides, and outer membranes of bacteria, is an excellent total source of carbon, energy and nitrogen for Escherichia coli. Because it enters the cell via a specific phosphotransferase system (PTS), the first intracellular species is N-acetyl-D-glucosamine-6-phosphate. Following the sequential removal of its acetyl and amino groups, it enters glycolysis as D-fructose-6-phosphate and hence flows through the pathways of central metabolism to satisfy the cell's need for precursor metabolites, reducing power, and metabolic energy.

Growth on glucosamine is slower than growth on N-acetylglucosamine. The limiting factor appears to be the level of expression of glucosamine-6-phosphate deaminase [AlvarezAnorve05].",NA,
Homo sapiens,GLUDEG-I-PWY,GABA shunt,Metabolism,HumanCyc,Version 21.5 realased in 2017,13,"HMDB0059597, HMDB0041827, HMDB0000217, HMDB0001487, HMDB0001967, HMDB0000221, HMDB0000148, HMDB0000112, HMDB0000208, HMDB0000902, HMDB0002111, HMDB0000254, HMDB0001259","Background:
GABA and L-glutamate are the most abundant neurotransmitters in mammalian brain. While GABA is the major inhibitory neurotransmitter, L-glutamate is an excitatory neurotransmitter. Both are key mediators of synaptic plasticity and neuroendocrine function [Lynex04].
Disturbances in the homeostasis of GABA in the brain are implicated in the development of epilepsy, depression, Parkinson's disease, Huntington's chorea, Alzheimer's disease, and Stiff-Man syndrome [Lynex04].
The GABA shunt serves two functions, it can mediate both the catabolism of GABA and channels L-glutamate to the TCA cycle, bypassing two steps of that cycle [Olsen99].

About this Pathway:
This pathway forms a closed loop whose function is the production and conservation of the supply of GABA in the central nervous system across a variety of neural cells. The first step is the transamination of 2-oxoglutarate formed in the TCA cycle, to L-glutamate by the mitochondrial glutamate dehydrogenases [Shashidharan94]. In the next step, the cytosolic glutamate decarboxylases GAD67 and GAD65 catalyze the decarboxylation of L-glutamate to GABA [Solimena98].
GABA then enters the mitochondrion, where the two mitochondrial enzymes are located [Bouche04]. 4-aminobutyrate aminotransferase catalyzes the conversion of GABA to succinate semialdehyde [Yoon04]. To conserve the available supply of GABA, this transamination only occurs when 2-oxoglutarate is present to accept the amino group removed from GABA, reforming L-glutamate [Bessman53].
The last enzyme of the pathway, succinate semialdehyde dehydrogenase catalyzes the irreversible oxidation of succinate semialdehyde to succinate [Blasi02]. The latter compound reenters the TCA cycle and GABA can be resynthesized from 2-oxoglutarate.
Epileptic convulsions can be controlled by administering drug inhibitors of 4-aminobutyrate aminotransferase. One such drug which is used in the treatment of some types of epilepsy is vigabatrin [deBittencourt94].",NA,
Homo sapiens,GLUTAMATE-SYN2-PWY,L-Glutamate biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,4,"HMDB0000148, HMDB0041827, HMDB0002111, HMDB0000208","General Background:
L-glutamate is a non-essential amino acid. It plays an essential role in the central nervous system as an excitatory neurotransmitter involved in long term potentiation which is vital for learning and memory. Glutamate is also a precursor of L-proline, L-arginine, L-ornithine, L-glutamine and the inhibitory neurotransmitter 4-aminobutanoate [Voet04].

About this Pathway:
Both the biosynthesis and degradation of L-glutamate occur in the mitochondrion. The glutamate dehydrogenases catalyze both the reductive amination of 2-oxoglutarate with ammonia to form L-glutamate, and the oxidative deamination of L-glutamate back to 2-oxoglutarate and ammonia [Salway04]. The pathway is is an NAD(P)-dependent one.

The deamination of L-glutamate also occurs during the degradation of several other amino acids. L-arginine, L-glutamine, L-histidine, and L-proline are all converted to L-glutamate during their catabolism [Schmidt88].",NA,
Homo sapiens,GLUTAMINDEG-PWY,L-Glutamine degradation,Metabolism,HumanCyc,Version 21.5 realased in 2017,3,"HMDB0000148, HMDB0000641",,NA,
Homo sapiens,GLUTATHIONESYN-PWY,Glutathione biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,9,"HMDB0001341, HMDB0059597, HMDB0002142, HMDB0000574, HMDB0000125, HMDB0000123, HMDB0000148, HMDB0000538, HMDB0001049","General Background:
Thiols play several major roles in the cell; they help maintain protein sulfhydryl groups in a reduced state, fight reactive oxygen and nitrogen species, are involved in the detoxification of foreign compounds and act as an enzyme cofactor and amino acid transport [Uhlig92][Sekura74]. In most eukaryotes, the major thiol is the tripeptide glutathione (¦Ã-Glu-Cys-Gly). Its abundance, relatively low redox potential and high stability conferred by the unusual peptidase-resistant ¦Ã-glutamyl bond, are three of the properties that make glutathione an important cellular redox buffer.
Low glutathione levels have been associated with the pathology of several diseases including ulcerative colitis, type II diabetes and Alzheimer's disease [Polekhina99].
In the cell, glutathione exists as reduced GST and oxidized GSSH forms. Most of the glutathione pool is kept in the reduced form. Excess L-cysteine is stored as glutathione because L-cysteine auto-oxidizes rapidly to L-cystine, producing potentially toxic oxygen radicals [Ritz01].

About this Pathway:
The synthesis of glutathione from its three amino acid precursors, L-glutamate, L-cysteine and glycine takes place in the cytosol. The pathway occurs in most tissues, but the liver is the predominant organ for glutathione biosynthesis in mammals.
GSH is synthesized in a two-step reaction, catalyzed by glutamate--cysteine ligase and glutathione synthase, requiring a total of two moles of ATP per mole of GSH. The first step is controlled by negative feedback from the end product, GSH. Feedback inhibition can be partially impeded by an excess of glutamate that blocks the regulatory site on the enzyme [Meister84, Meister83].",NA,
Homo sapiens,GLYCGREAT-PWY,Creatine biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,8,"HMDB0059597, HMDB0001185, HMDB0000128, HMDB0000517, HMDB0000064, HMDB0000123, HMDB0000214, HMDB0000939","General Background

Creatine is a nitrogenous organic acid that is synthesized in vertebrates. Creatine and its phosphorylated form N¦Ø-phosphocreatine act as a dynamic reservoir of high-energy phosphate. This reservoir maintains the ATP/ADP ratio and plays a pivotal role in the energy metabolism of muscle and nerve tissues [Walker79].

Creatine and N¦Ø-phosphocreatine are found predominantly in skeletal muscle, heart, spermatozoa and retinal photoreceptor cells. However, the major sites of creatine biosynthesis are kidney, pancreas and liver. Creatine is synthesized in these organs and transported through the blood stream to tissues with a high requirement for creatine [Ku80]. The majority of creatine in the tissues is phosphorylated in the mitochondrial intermembrane space by creatine kinase [EricksonViitane82].

About this Pathway

In humans, the main route of creatine biosynthesis involves guanidinoacetate formation in the kidney. Glycine is converted to creatine by amidino group transfer from L-arginine to glycine to form guanidinoacetate. This rate limiting step is catalyzed by glycine amidinotransferase [Humm97]. The guanidinoacetate is transported via the blood to the liver where it is methylated to creatine. This involves a methyl group transfer from S-adenosyl-L-methionine to guanidinoacetate catalyzed by guanidinoacetate N-methyltransferase [Stockler96].

Creatine is transported in the blood and taken up and concentrated in tissues that contain high creatine kinase activity, such as muscle and nerve tissue. Uptake occurs via sodium- and chloride-dependent creatine transporter 1, a specific Na+-dependent creatine transporter system [Salomons01][Loike88].

Creatine is phosphorylated by creatine kinase to create a pool of N¦Ø-phosphocreatine. The N¦Ø-phosphocreatine pool stores energy for the replenishment of ATP during periods of high energy demand.

In vivo, creatine can undergo spontaneous, irreversible, nonenzymatic cyclization to creatinine, which is excreted in urine. In vitro however, this reaction is reversible in a pH and temperature-dependent manner [Wyss00].

Both of the enzymes involved in this pathway have been detected in a variety of tissues, and the relative contribution of other tissues to total creatine biosynthesis, as well as the significance of inter-tissue transport, remains to be defined [Wyss00].

Mutations in the genes for either of the two enzymes of this pathway or the sodium- and chloride-dependent creatine transporter 1, result in autosomal recessive human disorders of creatine metabolism that are characterized by mental retardation, seizures and muscular hyptonia [Edvardson]. The severity of the diseases can be somewhat overcome by creatine supplementation [Ndika12].",NA,
Homo sapiens,GLYCLEAV-PWY,Glycine cleavage,Metabolism,HumanCyc,Version 21.5 realased in 2017,8,"HMDB0001846, HMDB0059597, HMDB0041827, HMDB0001533, HMDB0001487, HMDB0000123, HMDB0001967, HMDB0000902","Background:
The mitochondrial glycine cleavage complex is a loosely-associated multienzyme complex composed of four different proteins: P-protein, T-protein, L-protein and H-protein. The L-protein also participates in the pyruvate decarboxylation to acetyl CoA, the 2-oxoglutarate decarboxylation to succinyl-CoA, and the 2-oxoisovalerate decarboxylation to isobutanoyl-CoA multienzyme systems. The H-protein contains a prosthetic lipoyl group that interacts successively with the three other components of the complex during the enzymatic reactions. It transfers two electrons through the lipoyl moiety in the reversible reactions. In addition, H-protein serves as a regulatory protein [Kume91].

About this Pathway:
The glycine cleavage complex catalyzes the reversible oxidation of glycine to 5,10-methylenetetrahydropteroyl mono-L-glutamate, CO2 and ammonium, in a multistep reaction [Nakai05]. The methylene group, carried by 5,10-methylenetetrahydropteroyl mono-L-glutamate, enters cellular one-carbon metabolism. In mammals, it is the primary pathway for glycine catabolism [Hampson83]. It also provides a route for glycine biosynthesis. Glycine cleavage activity occurs predominantly in the brain, liver and kidney.
In humans, non-ketotic hyperglycinemia results from deficiency-causing mutations in the genes encoding P-protein or T-protein. This autosomal recessive metabolic disorder results in accumulation of glycine in body fluids, causing severe neurological symptoms [Kure06][OkamuraIkeda05]. Mutations in the DLD gene encoding the L-protein results in lipoamide dehydrogenase deficiency, a disease with multiple physiological symptoms and significant morbidity [Shaag99].",NA,
Homo sapiens,GLYSYN-ALA-PWY,Glycine biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,4,"HMDB0000243, HMDB0000119, HMDB0000123, HMDB0000161","General Background

Mammals can synthesize glycine via at least three different pathways. The glycine produced can be used in L-serine biosynthesis as shown in glycine/serine biosynthesis [Schlupen03]. It can also be used in the biosynthesis of other compounds such as tetrapyrroles and purines, see tetrapyrrole biosynthesis and purine nucleotides de novo biosynthesis. Along with serine, glycine is an important donor of one-carbon hydroxymethyl groups via the tetrahydrofolate pathways, as shown in pathways folate polyglutamylation and folate transformations I. The folates act as cofactors and ferry the one-carbon units between reactions.

About this Pathway

Pyridoxal phosphate dependent alanine-glyxoylate aminotransferases catalyze the conversion of glyoxylate to glycine using L-alanine as the amino donor [Takada82]. Humans possess two isoforms of the enzyme. alanine--glyoxylate aminotransferase 2 is the mitochondrial form located primarily in hepatocytes and serine--pyruvate aminotransferase is targeted to peroxisomes, and found predominantly in the kidney.",NA,
Homo sapiens,GLYSYN-PWY,Glycine/serine biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,5,"HMDB0001846, HMDB0000123, HMDB0002111, HMDB0000187, HMDB0001533","General Background:
Mammals can synthesize glycine via at least three different pathways. The glycine produced can be used in L-serine biosynthesis as shown in the reverse reaction of this pathway [Schlupen03]. It can also be used in the biosynthesis of other compounds such as tetrapyrroles and purines, see tetrapyrrole biosynthesis and purine nucleotides de novo biosynthesis. Along with serine, glycine is an important donor of one-carbon hydroxymethyl groups via the tetrahydrofolate pathways, as shown in pathways folate polyglutamylation and folate transformations I. The folates act as cofactors and ferry the one-carbon units between reactions.

About This Pathway:
The serine hydroxymethyltransferases (SHMT) are pyridoxal phosphate-dependent enzymes that generate one-carbon units using the hydroxymethyl group of the amino acid serine as a substrate [MacFarlane08]. SHMT catalyzes the reversible conversion of L-serine and 5,6,7,8-tetrahydrofolate to glycine and 5,10-methylenetetrahydropteroyl mono-L-glutamate.
SHMT activity and incorporation of the ¦Â carbon of serine into DNA are increased during the S phase of the cell cycle and when cells are stimulated to proliferate [Snell87]. SHMT plays a key role in regulating DNA synthesis through the supply of folate which is a cofactor for dTMP biosynthesis [Fox09]. The human SHMT consists of two isozymes, mitochondrial serine hydroxymethyltransferase 2 and cytosolic serine hydroxymethyltransferase 1.
It has been suggested that glycine synthesis from serine occurs in the mitochondria, while cytosolic SHMT catalyzes the conversion of glycine to serine. While the fact that mammalian cells lacking mitochondrial SHMT activity are auxotrophic for glycine seems to indicate some validity for this hypothesis, direct evidence is lacking [Garrow93].",NA,
Homo sapiens,HEME-BIOSYNTHESIS-II,Heme biosynthesis from uroporphyrinogen-III I,Metabolism,HumanCyc,Version 21.5 realased in 2017,11,"HMDB0059597, HMDB0001261, HMDB0000241, HMDB0001377, HMDB0001967, HMDB0000692, HMDB0003125, HMDB0001097, HMDB0002111, HMDB0003178, HMDB0001086","General Background

Heme (protoheme, heme b) is an iron-containing prosthetic group found in many essential proteins including cytochromes and heme-containing globins. In addition to its role in oxidative metabolism, heme also functions as a regulatory molecule in transcription, translation, protein targeting, protein stability, and cellular differentiation.

Heme is a porphyrin member of the cyclic tetrapyrroles. Even though it is biosynthesized as protoheme, different derivatives of protoheme can be formed that differ in modifications to the porphyrin ring, including how it is bound to the protein, such as heme o, heme a, heme c, and heme d.

This pathway describes the aerobic route for protoheme biosynthesis. This pathway involves the enzymes coproporphyrinogen III oxidase and protoporphyrinogen oxidase monomer, which require moelecular oxygen for their respective reactions.

There are several types of protoporphyrinogen oxidases: in most eukaryotes and many aerobic or facultative bacteria, such as Firmicutes, the enzyme is a FAD-dependent ~55 kDa protein encoded by the hemY gene. A number of ¦Ã-proteobacteria, including Escherichia coli, have another type of oxidase, a 21 kDa protein encoded by the hemG gene. Most archaea and many other bacteria, including the majority of cyanobacteria, have a third version of the enzyme, a 24 kDa protein encoded by hemJ [Kato10].",NA,
Homo sapiens,HOMOCYSDEGR-PWY,L-Cysteine biosynthesis III (from L-homocysteine),Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0041827, HMDB0000574, HMDB0000099, HMDB0000742, HMDB0000005, HMDB0002111, HMDB0000187","General Background

The amino acid L-cysteine has important roles in protein structure and function, including the catalytic activity of some enzymes. It is also a component of glutathione and a thioredoxin, which maintain a reducing environment inside the cell. In animals, cysteine derives its carbon and nitrogen from L-serine, and its sulfur from L-methionine [Griffith87].

About this Pathway

L-homocysteine is condensed with L-serine to form L-cystathionine in an irreversible reaction, catalyzed by the enzyme cystathionine ¦Â-synthase. The enzyme cystathionine ¦Ã-lyase then cleaves of the C-¦Ã-S bond of L-cystathionine, yielding L-cysteine, 2-oxobutanoate and ammonia in a transsulfuration reaction [Griffith87, Finkelstein90]. 2-oxobutanoate can be degraded further into TCA cycle intermediates in 2-oxobutanoate degradation.

This is part of superpathway of methionine degradation in mammals. Under normal metabolic conditions, essentially all of the sulfur derived from methionine degradation is transferred to cysteine before the sulfur atom is oxidized and excreted [Stipanuk04].",NA,
